Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Counterview Capital",="https://finder.startupnationcentral.org/investor_page/counterview-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Court Square Capital Partners",="https://finder.startupnationcentral.org/investor_page/court-square-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Cowboy Ventures",="https://finder.startupnationcentral.org/investor_page/cowboy-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="CPMG",="https://finder.startupnationcentral.org/investor_page/cpmg",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="CR-CCT",="https://finder.startupnationcentral.org/investor_page/cr-cct",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="CR-CP Life Science Fund",="https://finder.startupnationcentral.org/investor_page/cr-cp-life-science-fund",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Craft Ventures",="https://finder.startupnationcentral.org/investor_page/craft-ventures",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Crane Venture Partners",="https://finder.startupnationcentral.org/investor_page/crane-venture-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Creative Ventures",="https://finder.startupnationcentral.org/investor_page/creative-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Creator Fund",="https://finder.startupnationcentral.org/investor_page/creator-fund",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="cresent point group",="https://finder.startupnationcentral.org/investor_page/cresent-point-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Crest Capital Ventures",="https://finder.startupnationcentral.org/investor_page/crest-capital-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Crestlight Ventures",="https://finder.startupnationcentral.org/investor_page/crestlight-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Crew Capital",="https://finder.startupnationcentral.org/investor_page/crew-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Crimson Seed Capital",="https://finder.startupnationcentral.org/investor_page/crimson-seed-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Cross Atlantic Capital Partners",="https://finder.startupnationcentral.org/investor_page/cross-atlantic-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Cross Creek",="https://finder.startupnationcentral.org/investor_page/cross-creek",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="Crossbar Capital",="https://finder.startupnationcentral.org/investor_page/crossbar-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="CrunchFund",="https://finder.startupnationcentral.org/investor_page/crunchfund",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="CSK Venture Capital",="https://finder.startupnationcentral.org/investor_page/csk-venture-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Cultivation Capital",="https://finder.startupnationcentral.org/investor_page/-cultivation-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Cybele Holdings",="https://finder.startupnationcentral.org/investor_page/cybele-holdings",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Cyber Mentor Fund",="https://finder.startupnationcentral.org/investor_page/cyber-mentor-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Cylon",="https://finder.startupnationcentral.org/investor_page/cylon",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="D Squared Capital",="https://finder.startupnationcentral.org/investor_page/d-squared-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="D1 Capital Partners",="https://finder.startupnationcentral.org/investor_page/d1-capital-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="D2 Investments",="https://finder.startupnationcentral.org/investor_page/d2-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="D5 Capital",="https://finder.startupnationcentral.org/investor_page/d5-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Da Vinci Capital",="https://finder.startupnationcentral.org/investor_page/da-vinci-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Dafna Capital",="https://finder.startupnationcentral.org/investor_page/dafna-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
