Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="SVG Partners",="https://finder.startupnationcentral.org/investor_page/svg-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Sweet Capital",="https://finder.startupnationcentral.org/investor_page/sweet-capital",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Swift Ventures",="https://finder.startupnationcentral.org/investor_page/swift-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Switch Ventures",="https://finder.startupnationcentral.org/investor_page/switch-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Synapse Partners",="https://finder.startupnationcentral.org/investor_page/synapse-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Synetro Group",="https://finder.startupnationcentral.org/investor_page/synetro-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Syntek Capital",="https://finder.startupnationcentral.org/investor_page/syntek-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Synthesis Capital",="https://finder.startupnationcentral.org/investor_page/synthesis-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="System.One",="https://finder.startupnationcentral.org/investor_page/system-one",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="T5 Capital",="https://finder.startupnationcentral.org/investor_page/t5-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="TA Associates",="https://finder.startupnationcentral.org/investor_page/ta-associates",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Tako Ventures",="https://finder.startupnationcentral.org/investor_page/tako-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Takoa",="https://finder.startupnationcentral.org/investor_page/takoa",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Tal Capital",="https://finder.startupnationcentral.org/investor_page/tal-capital-1",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Talis Capital",="https://finder.startupnationcentral.org/investor_page/talis-capital",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Talisman Capital Partners",="https://finder.startupnationcentral.org/investor_page/talisman-capital-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Tall Grass Ventures",="https://finder.startupnationcentral.org/investor_page/tall-grass-ventures",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Tallwood Venture Capital",="https://finder.startupnationcentral.org/investor_page/tallwood-venture-capital",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Tamares",="https://finder.startupnationcentral.org/investor_page/tamares",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="Tao Tsuot",="https://finder.startupnationcentral.org/investor_page/tao-tsuot",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tapinator",="https://finder.startupnationcentral.org/investor_page/tapinator",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Taronga Ventures",="https://finder.startupnationcentral.org/investor_page/taronga-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="TASC",="https://finder.startupnationcentral.org/investor_page/tasc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tawazun SDF",="https://finder.startupnationcentral.org/investor_page/tawazun-sdf",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Taya Investment Company Ltd",="https://finder.startupnationcentral.org/investor_page/taya-investment-company-ltd",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Taylor Frigon Capital Management LLC",="https://finder.startupnationcentral.org/investor_page/taylor-frigon-capital-management-llc",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="TCG X",="https://finder.startupnationcentral.org/investor_page/tcg-x",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="TDA Capital Partners",="https://finder.startupnationcentral.org/investor_page/tda-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="TEC Ventures",="https://finder.startupnationcentral.org/investor_page/tec-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tech Pioneers Fund",="https://finder.startupnationcentral.org/investor_page/tech-pioneers-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tech Square Ventures",="https://finder.startupnationcentral.org/investor_page/tech-square-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Technology Crossover Ventures",="https://finder.startupnationcentral.org/investor_page/technology-crossover-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Technoprices",="https://finder.startupnationcentral.org/investor_page/technoprices",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Techra Investments",="https://finder.startupnationcentral.org/investor_page/techra-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tectonic Ventures",="https://finder.startupnationcentral.org/investor_page/tectonic-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="TEEC Angel Fund",="https://finder.startupnationcentral.org/investor_page/teec-angel-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tekton Ventures",="https://finder.startupnationcentral.org/investor_page/tekton-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="TekVest Startup Fund",="https://finder.startupnationcentral.org/investor_page/tekvest-startup-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tel-Ad Electronics",="https://finder.startupnationcentral.org/investor_page/tel-ad-electronics",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Telcom Ventures",="https://finder.startupnationcentral.org/investor_page/telcom-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Telegraph Hill Capital",="https://finder.startupnationcentral.org/investor_page/telegraph-hill-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="TempoPark Fund",="https://finder.startupnationcentral.org/investor_page/tempopark-fund",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Ten Venture Partners",="https://finder.startupnationcentral.org/investor_page/ten-venture-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tene Fund",="https://finder.startupnationcentral.org/investor_page/tene-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="TenEleven Ventures",="https://finder.startupnationcentral.org/investor_page/teneleven-ventures",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Tenere Capital",="https://finder.startupnationcentral.org/investor_page/tenere-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
