Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Adit Ventures",="https://finder.startupnationcentral.org/investor_page/adit-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ADT",="https://finder.startupnationcentral.org/investor_page/adt",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Advanced Medical Technologies LLC",="https://finder.startupnationcentral.org/investor_page/advanced-medical-technologies-llc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Advancit Capital",="https://finder.startupnationcentral.org/investor_page/advancit-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Advent Venture Partners",="https://finder.startupnationcentral.org/investor_page/advent-venture-partners",="VC and Private Equity",="",="5",="1",="",="Undisclosed",
="Advisors.fund",="https://finder.startupnationcentral.org/investor_page/advisors-fund",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Aeris Capital AG",="https://finder.startupnationcentral.org/investor_page/aeris-capital-ag",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Afifi Group",="https://finder.startupnationcentral.org/investor_page/afifi-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AFSquare",="https://finder.startupnationcentral.org/investor_page/afsquare",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Agate JT",="https://finder.startupnationcentral.org/investor_page/agate-jt",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AgFunder",="https://finder.startupnationcentral.org/investor_page/agfunder",="VC and Private Equity",="",="5",="2",="",="Undisclosed",
="AgileTree",="https://finder.startupnationcentral.org/investor_page/agiletree",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Agilic Capital",="https://finder.startupnationcentral.org/investor_page/agilic-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Agla Ventures",="https://finder.startupnationcentral.org/investor_page/agla-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Agriline",="https://finder.startupnationcentral.org/investor_page/agriline-2",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Agronomics",="https://finder.startupnationcentral.org/investor_page/agronomics",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AGV",="https://finder.startupnationcentral.org/investor_page/agv",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AgVentures",="https://finder.startupnationcentral.org/investor_page/agventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AH trust",="https://finder.startupnationcentral.org/investor_page/ah-trust",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ah! Ventures",="https://finder.startupnationcentral.org/investor_page/ah-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Ahaka Capital",="https://finder.startupnationcentral.org/investor_page/ahaka-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AHMSA Steel Israel",="https://finder.startupnationcentral.org/investor_page/ahmsa-steel-israel",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AI Life Sciences Investments",="https://finder.startupnationcentral.org/investor_page/ai-life-sciences-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="aicapital",="https://finder.startupnationcentral.org/investor_page/aicapital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AIG-Orion",="https://finder.startupnationcentral.org/investor_page/aig-orion-1",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Airbus Ventures",="https://finder.startupnationcentral.org/investor_page/airbus-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Akilia Partners",="https://finder.startupnationcentral.org/investor_page/akilia-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Akkadian Ventures",="https://finder.startupnationcentral.org/investor_page/akkadian-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Alabama Futures Fund",="https://finder.startupnationcentral.org/investor_page/alabama-futures-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Alabaster",="https://finder.startupnationcentral.org/investor_page/alabaster",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Alameda Research",="https://finder.startupnationcentral.org/investor_page/alameda-research",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Alchimia Ventures",="https://finder.startupnationcentral.org/investor_page/alchimia-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Alexandria Venture Investments",="https://finder.startupnationcentral.org/investor_page/alexandria-venture-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Alice Ventures",="https://finder.startupnationcentral.org/investor_page/alice-ventures",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
