Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="The Flying Object",="https://finder.startupnationcentral.org/investor_page/the-flying-object",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Horton Fund",="https://finder.startupnationcentral.org/investor_page/the-horton-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Individuals' Venture Fund",="https://finder.startupnationcentral.org/investor_page/the-individuals-venture-fund",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="The Israel Syndicate",="https://finder.startupnationcentral.org/investor_page/the-israel-syndicate",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Kraft Group",="https://finder.startupnationcentral.org/investor_page/the-kraft-group",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="The Lind Partners",="https://finder.startupnationcentral.org/investor_page/the-lind-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Perkins Fund",="https://finder.startupnationcentral.org/investor_page/the-perkins-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Private Shares Fund",="https://finder.startupnationcentral.org/investor_page/the-private-shares-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Raptor Group",="https://finder.startupnationcentral.org/investor_page/the-raptor-group",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="The Ropart Group",="https://finder.startupnationcentral.org/investor_page/the-ropart-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Scharf Group",="https://finder.startupnationcentral.org/investor_page/the-scharf-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Syndicate Group",="https://finder.startupnationcentral.org/investor_page/the-syndicate-group",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="The Untitled Venture Company",="https://finder.startupnationcentral.org/investor_page/the-untitled-venture-company",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Vertical Group",="https://finder.startupnationcentral.org/investor_page/the-vertical-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Yield Lab Asia Pacific",="https://finder.startupnationcentral.org/investor_page/the-yield-lab-asia-pacific",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="The Zitelman Group",="https://finder.startupnationcentral.org/investor_page/the-zitelman-group",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Third Culture Capital (3CC)",="https://finder.startupnationcentral.org/investor_page/third-culture-capital-3cc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Thoma Bravo",="https://finder.startupnationcentral.org/investor_page/thoma-bravo",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
"Thomas H. Lee Partners, L.P.",="https://finder.startupnationcentral.org/investor_page/thomas-h-lee-partners-l-p",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
"Thomas, McNerney & Partners",="https://finder.startupnationcentral.org/investor_page/thomas-mcnerney-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Thomvest Ventures",="https://finder.startupnationcentral.org/investor_page/thomvest-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Three Arch Partners",="https://finder.startupnationcentral.org/investor_page/three-arch-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Threshold Ventures",="https://finder.startupnationcentral.org/investor_page/threshold-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Thrive Capital",="https://finder.startupnationcentral.org/investor_page/thrive-capital",="VC and Private Equity",="",="5",="2",="$25B",="Undisclosed",
="TI Ventures",="https://finder.startupnationcentral.org/investor_page/ti-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="TIA Ventures",="https://finder.startupnationcentral.org/investor_page/tia-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Timon Ventures",="https://finder.startupnationcentral.org/investor_page/timon-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tintanic Corporation",="https://finder.startupnationcentral.org/investor_page/tintanic-corporation",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tishman Speyer",="https://finder.startupnationcentral.org/investor_page/tishman-speyer",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="TL Ventures",="https://finder.startupnationcentral.org/investor_page/tl-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="TLcom Capital Partners",="https://finder.startupnationcentral.org/investor_page/tlcom-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="TMV",="https://finder.startupnationcentral.org/investor_page/tmv",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
