Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="ff Venture Capital",="https://finder.startupnationcentral.org/investor_page/ff-venture-capital",="VC and Private Equity",="",="12",="2",="$300M",="300K - 700K",
="FTV Capital",="https://finder.startupnationcentral.org/investor_page/ftv-capital",="VC and Private Equity",="",="7",="1",="$10.2B",="20M - Undisclosed",
="Gaingels",="https://finder.startupnationcentral.org/investor_page/gaingels",="VC and Private Equity",="",="12",="4",="",="Undisclosed",
="Georgian Partners",="https://finder.startupnationcentral.org/investor_page/georgian-partners",="VC and Private Equity",="",="15",="7",="$5.6B",="25M - 100M",
="Greenoaks Capital",="https://finder.startupnationcentral.org/investor_page/greenoaks-capital",="VC and Private Equity",="",="13",="4",="",="Undisclosed",
="GTMFund",="https://finder.startupnationcentral.org/investor_page/gtmfund",="VC and Private Equity",="",="6",="2",="",="500K - 1.5M",
="Icon Ventures",="https://finder.startupnationcentral.org/investor_page/icon-ventures",="VC and Private Equity",="",="9",="1",="$1B",="Undisclosed",
="Ineffable Ventures",="https://finder.startupnationcentral.org/investor_page/ineffable-ventures",="VC and Private Equity",="",="3",="3",="",="Undisclosed",
="Jump Capital",="https://finder.startupnationcentral.org/investor_page/jump-capital",="VC and Private Equity",="",="16",="5",="$710M",="1M - 10M",
="Latitude Ventures",="https://finder.startupnationcentral.org/investor_page/latitude-ventures",="VC and Private Equity",="",="10",="3",="",="Undisclosed - 100M",
="Leumi Partners",="https://finder.startupnationcentral.org/investor_page/leumi-partners",="VC and Private Equity",="",="13",="0",="$1.1B",="Undisclosed",
="LIP Ventures",="https://finder.startupnationcentral.org/investor_page/lip-ventures",="VC and Private Equity",="",="24",="8",="$200M",="2M - 7M",
="Liquid2 Ventures",="https://finder.startupnationcentral.org/investor_page/liquid2-ventures",="VC and Private Equity",="",="8",="3",="",="250K - 500K",
="MVM Life Science Partners",="https://finder.startupnationcentral.org/investor_page/mvm-life-science-partners",="VC and Private Equity",="",="7",="2",="",="20M - 100M",
="Notable Capital",="https://finder.startupnationcentral.org/investor_page/notable-capital-1",="VC and Private Equity",="",="27",="4",="$5B",="Undisclosed",
="Nyca Partners",="https://finder.startupnationcentral.org/investor_page/nyca-partners-2",="VC and Private Equity",="",="9",="2",="$870M",="Undisclosed",
="Ocean Azul Partners",="https://finder.startupnationcentral.org/investor_page/ocean-azul-partners",="VC and Private Equity",="",="16",="5",="$40M",="200K - 2M",
="Penny Jar Capital",="https://finder.startupnationcentral.org/investor_page/penny-jar-capital",="VC and Private Equity",="",="3",="3",="",="Undisclosed",
="Ping An  Ventures",="https://finder.startupnationcentral.org/investor_page/ping-an-ventures",="VC and Private Equity",="",="8",="0",="",="Undisclosed",
="Primary Venture Partners",="https://finder.startupnationcentral.org/investor_page/primary-venture-partners",="VC and Private Equity",="",="8",="1",="",="Undisclosed",
="PSG",="https://finder.startupnationcentral.org/investor_page/psg",="VC and Private Equity",="",="15",="6",="$20B",="20M - 100M",
="Raw Ventures",="https://finder.startupnationcentral.org/investor_page/raw-ventures",="VC and Private Equity",="",="5",="1",="",="100K - 1.5M",
="Ribbit Capital",="https://finder.startupnationcentral.org/investor_page/ribbit-capital",="VC and Private Equity",="",="9",="1",="",="Undisclosed",
="RPM Ventures",="https://finder.startupnationcentral.org/investor_page/rpm-ventures",="VC and Private Equity",="",="6",="0",="",="Undisclosed",
="Sandler Investments",="https://finder.startupnationcentral.org/investor_page/sandler-investments",="VC and Private Equity",="",="7",="0",="",="Undisclosed",
="Sapphire Ventures",="https://finder.startupnationcentral.org/investor_page/sapphire-ventures",="VC and Private Equity",="",="15",="3",="$10B",="Undisclosed",
="Seedcamp",="https://finder.startupnationcentral.org/investor_page/seedcamp",="VC and Private Equity",="",="10",="4",="",="350K - 1M",
="Seraphim Space",="https://finder.startupnationcentral.org/investor_page/seraphim-space",="VC and Private Equity",="",="5",="0",="",="250K - 25M",
="Siddhi Capital",="https://finder.startupnationcentral.org/investor_page/siddhi-capital",="VC and Private Equity",="",="6",="4",="$205M",="Undisclosed",
="Startupbootcamp Smart City & IoT Amsterdam",="https://finder.startupnationcentral.org/investor_page/startupbootcamp-smart-city-iot-amsterdam",="VC and Private Equity",="",="13",="0",="$5.6B",="Undisclosed",
="Stata Capital Partners",="https://finder.startupnationcentral.org/investor_page/stata-capital-partners",="VC and Private Equity",="",="6",="0",="",="1M - 10M",
="Strait Capital",="https://finder.startupnationcentral.org/investor_page/strait-capital",="VC and Private Equity",="",="6",="5",="",="Undisclosed",
="Stripes",="https://finder.startupnationcentral.org/investor_page/stripes-1",="VC and Private Equity",="",="18",="2",="$6.2B",="Undisclosed",
="Stripes",="https://finder.startupnationcentral.org/investor_page/stripes",="VC and Private Equity",="",="6",="1",="$7B",="Undisclosed",
="TAU Capital",="https://finder.startupnationcentral.org/investor_page/tau-capital",="VC and Private Equity",="",="5",="5",="",="Undisclosed",
="TCV",="https://finder.startupnationcentral.org/investor_page/tcv",="VC and Private Equity",="",="8",="2",="$21B",="10M - Undisclosed",
="Ten Eleven Ventures",="https://finder.startupnationcentral.org/investor_page/ten-eleven-ventures-1",="VC and Private Equity",="",="10",="3",="",="Undisclosed",
="Two Lanterns Venture Capital",="https://finder.startupnationcentral.org/investor_page/two-lanterns-venture-capital",="VC and Private Equity",="",="10",="4",="$25M",="100K - 1M",
="Unvois",="https://finder.startupnationcentral.org/investor_page/unvois",="VC and Private Equity",="",="6",="0",="$166M",="5M - 10M",
="Valor Equity Partners",="https://finder.startupnationcentral.org/investor_page/valor-equity-partners",="VC and Private Equity",="",="13",="4",="",="Undisclosed",
="Varana Capital",="https://finder.startupnationcentral.org/investor_page/varana-capital",="VC and Private Equity",="",="10",="3",="",="Undisclosed",
="Verissimo Ventures",="https://finder.startupnationcentral.org/investor_page/verissimo-ventures",="VC and Private Equity",="",="21",="6",="$40M",="250K - 1M",
="Vertex Growth Fund",="https://finder.startupnationcentral.org/investor_page/vertex-growth-fund",="VC and Private Equity",="",="9",="1",="$750M",="Undisclosed",
="Vertex Ventures US",="https://finder.startupnationcentral.org/investor_page/vertex-ventures-us",="VC and Private Equity",="",="14",="0",="",="500K - 10M",
="Walden Catalyst Ventures",="https://finder.startupnationcentral.org/investor_page/walden-catalyst-ventures",="VC and Private Equity",="",="8",="4",="$550M",="Undisclosed",
="Wilson's Bird Capital",="https://finder.startupnationcentral.org/investor_page/wilsons-bird-capital",="VC and Private Equity",="",="4",="3",="",="Undisclosed",
="Wing Venture Capital",="https://finder.startupnationcentral.org/investor_page/wing-venture-capital-1",="VC and Private Equity",="",="21",="2",="",="Undisclosed",
="Work-Bench",="https://finder.startupnationcentral.org/investor_page/work-bench",="VC and Private Equity",="",="3",="0",="",="2M - 4M",
=".406 Ventures",="https://finder.startupnationcentral.org/investor_page/-406-ventures",="VC and Private Equity",="",="9",="0",="$1.4B",="Undisclosed",
="01 Advisors",="https://finder.startupnationcentral.org/investor_page/01-advisors",="VC and Private Equity",="",="7",="1",="",="15M - 20M",
