Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Atlassian Ventures",="https://finder.startupnationcentral.org/investor_page/atlassian-ventures",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="Atomico",="https://finder.startupnationcentral.org/investor_page/atomico",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Atomics 14 Ventures",="https://finder.startupnationcentral.org/investor_page/atomics-14-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="ATON Partners",="https://finder.startupnationcentral.org/investor_page/aton-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ATW partner",="https://finder.startupnationcentral.org/investor_page/atw-partner",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ATX Venture Partners",="https://finder.startupnationcentral.org/investor_page/atx-venture-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AUG Management LLC",="https://finder.startupnationcentral.org/investor_page/aug-management-llc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Augmentum Fintech PLC",="https://finder.startupnationcentral.org/investor_page/augmentum-fintech-plc",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Auriga Partners",="https://finder.startupnationcentral.org/investor_page/auriga-partners",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Austin Rief Ventures",="https://finder.startupnationcentral.org/investor_page/austin-rief-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Avalancha Ventures",="https://finder.startupnationcentral.org/investor_page/avalancha-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Avalon Ventures",="https://finder.startupnationcentral.org/investor_page/avalon-ventures",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Avantis Team",="https://finder.startupnationcentral.org/investor_page/avantis-team",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Avenue Capital Group",="https://finder.startupnationcentral.org/investor_page/avenue-capital-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Awz HLS Fund",="https://finder.startupnationcentral.org/investor_page/awz-hls-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Axcel Partners",="https://finder.startupnationcentral.org/investor_page/axcel-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Axil Capital",="https://finder.startupnationcentral.org/investor_page/axil-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Axioma Ventures",="https://finder.startupnationcentral.org/investor_page/axioma-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Axis Participaciones Empresariales",="https://finder.startupnationcentral.org/investor_page/axis-participaciones-empresariales",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Axon Partners Group",="https://finder.startupnationcentral.org/investor_page/axon-partners-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Ayrad Investments",="https://finder.startupnationcentral.org/investor_page/ayrad-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Azini Capital Partners",="https://finder.startupnationcentral.org/investor_page/azini-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Azritech Ventures",="https://finder.startupnationcentral.org/investor_page/azritech-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="B Ventures Group",="https://finder.startupnationcentral.org/investor_page/b-ventures-group",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="B&E Equities",="https://finder.startupnationcentral.org/investor_page/b-e-equities",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Babylon",="https://finder.startupnationcentral.org/investor_page/babylon-1",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Backbone Ventures",="https://finder.startupnationcentral.org/investor_page/backbone-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Backswing Ventures",="https://finder.startupnationcentral.org/investor_page/backswing-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Baker Capital",="https://finder.startupnationcentral.org/investor_page/baker-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="BancBoston Ventures",="https://finder.startupnationcentral.org/investor_page/bancboston-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Bankless",="https://finder.startupnationcentral.org/investor_page/bankless",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Banyan Capital",="https://finder.startupnationcentral.org/investor_page/banyan-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Bargal R&D Investment",="https://finder.startupnationcentral.org/investor_page/bargal-r-d-investment",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Baring Vistok",="https://finder.startupnationcentral.org/investor_page/baring-vistok",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Barn Investments",="https://finder.startupnationcentral.org/investor_page/barn-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Baron Capital",="https://finder.startupnationcentral.org/investor_page/baron-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Basad Ventures",="https://finder.startupnationcentral.org/investor_page/basad-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Base4 Capital",="https://finder.startupnationcentral.org/investor_page/base4-capital",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Baseline Ventures",="https://finder.startupnationcentral.org/investor_page/baseline-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Battelle Ventures",="https://finder.startupnationcentral.org/investor_page/battelle-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Bay Ventures",="https://finder.startupnationcentral.org/investor_page/bay-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="BayTech Venture Capital",="https://finder.startupnationcentral.org/investor_page/baytech-venture-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="BayWa r.e. Energy Ventures",="https://finder.startupnationcentral.org/investor_page/baywa-r-e-energy-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="BCS Growth Fund",="https://finder.startupnationcentral.org/investor_page/bcs-growth-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="BDB Technologies & Hi-Tech Investments Ltd.",="https://finder.startupnationcentral.org/investor_page/bdb-technologies-hi-tech-investments-ltd",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Beach investments",="https://finder.startupnationcentral.org/investor_page/beach-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Bearing Capital",="https://finder.startupnationcentral.org/investor_page/bearing-capital",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="BECO Capital",="https://finder.startupnationcentral.org/investor_page/beco-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Bedrock Capital Partners",="https://finder.startupnationcentral.org/investor_page/bedrock-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Beijing BASIBA Biomedical Engineering Science & Technology Development Co.",="https://finder.startupnationcentral.org/investor_page/beijing-basiba-biomedical-engineering-science-technology-development-co",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
