Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="SilverSky",="https://finder.startupnationcentral.org/investor_page/silversky",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Silverton Partners",="https://finder.startupnationcentral.org/investor_page/silverton-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Simon Equity Partners",="https://finder.startupnationcentral.org/investor_page/simon-equity-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Simon Property Group",="https://finder.startupnationcentral.org/investor_page/simon-property-group",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Simon Venture Group",="https://finder.startupnationcentral.org/investor_page/simon-venture-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SineWave Ventures",="https://finder.startupnationcentral.org/investor_page/sinewave-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Siraj Fund Management Company",="https://finder.startupnationcentral.org/investor_page/siraj-fund-management-company",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Sirius Venture Capital Pte Ltd",="https://finder.startupnationcentral.org/investor_page/sirius-venture-capital-pte-ltd",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Siryo SpA",="https://finder.startupnationcentral.org/investor_page/siryo-spa",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Sistema.vc",="https://finder.startupnationcentral.org/investor_page/sistema-vc",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="SIX Group",="https://finder.startupnationcentral.org/investor_page/six-group",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Sixth Millennium Venture Partners",="https://finder.startupnationcentral.org/investor_page/sixth-millennium-venture-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Sixth Street Growth",="https://finder.startupnationcentral.org/investor_page/sixth-street-growth",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Sixty Degree Capital",="https://finder.startupnationcentral.org/investor_page/sixty-degree-capital",="VC and Private Equity",="",="3",="2",="",="Undisclosed",
="SJF Ventures",="https://finder.startupnationcentral.org/investor_page/sjf-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SKion GmbH (Germany)",="https://finder.startupnationcentral.org/investor_page/skion-gmbh-germany",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Sky Ventures Group",="https://finder.startupnationcentral.org/investor_page/sky-ventures-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SkyBox Capital",="https://finder.startupnationcentral.org/investor_page/skybox-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Skyfall Ventures",="https://finder.startupnationcentral.org/investor_page/skyfall-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Skylake Capital",="https://finder.startupnationcentral.org/investor_page/skylake-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Skyline Standard Holdings",="https://finder.startupnationcentral.org/investor_page/skyline-standard-holdings-1",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Skyviews LifeScience",="https://finder.startupnationcentral.org/investor_page/skyviews-lifescience",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Skywalker Ventures",="https://finder.startupnationcentral.org/investor_page/skywalker-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SleepScore Ventures",="https://finder.startupnationcentral.org/investor_page/sleepscore-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Slingshot Ventures",="https://finder.startupnationcentral.org/investor_page/slingshot-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="SLJ",="https://finder.startupnationcentral.org/investor_page/slj",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SLJ Investment Partners",="https://finder.startupnationcentral.org/investor_page/slj-investment-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Smac Partners",="https://finder.startupnationcentral.org/investor_page/smac-partners",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="SMAPE Capital",="https://finder.startupnationcentral.org/investor_page/smape-capital",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="SMBC Venture Capital",="https://finder.startupnationcentral.org/investor_page/smbc-venture-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SMI Ventures",="https://finder.startupnationcentral.org/investor_page/smi-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Smile Network Limited Partnership",="https://finder.startupnationcentral.org/investor_page/smile-network-limited-partnership",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SNR",="https://finder.startupnationcentral.org/investor_page/snr",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Social Discovery Ventures (SDVentures)",="https://finder.startupnationcentral.org/investor_page/social-discovery-ventures-sdventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Social Leverage",="https://finder.startupnationcentral.org/investor_page/social-leverage",="VC and Private Equity",="",="5",="0",="",="100K - 500K",
="Social Plus Capital",="https://finder.startupnationcentral.org/investor_page/social-plus-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Sofinnova Partners",="https://finder.startupnationcentral.org/investor_page/sofinnova-partners",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Softbank Energy",="https://finder.startupnationcentral.org/investor_page/softbank-energy",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SOL Global Investments",="https://finder.startupnationcentral.org/investor_page/sol-global-investments",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Solar Partnership",="https://finder.startupnationcentral.org/investor_page/solar-partnership",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Solardis Health Ventures",="https://finder.startupnationcentral.org/investor_page/solardis-health-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Soleus Capital",="https://finder.startupnationcentral.org/investor_page/soleus-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Soma Capital",="https://finder.startupnationcentral.org/investor_page/soma-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Sonoma Ventures",="https://finder.startupnationcentral.org/investor_page/sonoma-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Sopris Capital",="https://finder.startupnationcentral.org/investor_page/sopris-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Sorpol",="https://finder.startupnationcentral.org/investor_page/sorpol",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Sozo Ventures",="https://finder.startupnationcentral.org/investor_page/sozo-ventures",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="SparkLabs Global Ventures",="https://finder.startupnationcentral.org/investor_page/sparklabs-global-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Spartan Capital",="https://finder.startupnationcentral.org/investor_page/spartan-capital",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="SPDG Ventures",="https://finder.startupnationcentral.org/investor_page/spdg-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
