Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="F&C Climate Opportunity Partners",="https://finder.startupnationcentral.org/investor_page/f-c-climate-opportunity-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Fab Co-Creation Studio Ventures",="https://finder.startupnationcentral.org/investor_page/fab-co-creation-studio-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Fabric Ventures",="https://finder.startupnationcentral.org/investor_page/fabric-ventures",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Fabrica Ventures",="https://finder.startupnationcentral.org/investor_page/fabrica-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Faction VC",="https://finder.startupnationcentral.org/investor_page/faction-vc",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Falcon Edge Capital",="https://finder.startupnationcentral.org/investor_page/falcon-edge-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Fall Line Capital",="https://finder.startupnationcentral.org/investor_page/fall-line-capital",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Fang Fund Partners",="https://finder.startupnationcentral.org/investor_page/fang-fund-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Fantail Ventures",="https://finder.startupnationcentral.org/investor_page/fantail-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Fantine Group",="https://finder.startupnationcentral.org/investor_page/fantine-group",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="FastForward Innovations",="https://finder.startupnationcentral.org/investor_page/fastforward-innovations",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Fastlane Ventures",="https://finder.startupnationcentral.org/investor_page/fastlane-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="FBG Capital",="https://finder.startupnationcentral.org/investor_page/fbg-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Features Capital",="https://finder.startupnationcentral.org/investor_page/features-capital",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Federman & Sons",="https://finder.startupnationcentral.org/investor_page/federman-sons",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Felix Capital",="https://finder.startupnationcentral.org/investor_page/felix-capital",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Female Founders Fund",="https://finder.startupnationcentral.org/investor_page/female-founders-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Fenbushi Capital",="https://finder.startupnationcentral.org/investor_page/fenbushi-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="FengHe Group",="https://finder.startupnationcentral.org/investor_page/fenghe-group",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Fenox Venture Capital",="https://finder.startupnationcentral.org/investor_page/fenox-venture-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="FGI Capital Partners",="https://finder.startupnationcentral.org/investor_page/fgi-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Fifth Growth Fund",="https://finder.startupnationcentral.org/investor_page/fifth-growth-fund",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
