Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Teuza",="https://finder.startupnationcentral.org/investor_page/teuza",="VC and Private Equity",="",="15",="2",="$84.9M",="500K - 4M",
="Texas Venture Partners",="https://finder.startupnationcentral.org/investor_page/texas-venture-partners",="VC and Private Equity",="",="1",="1",="",="1M - 4M",
="The Chartered Group",="https://finder.startupnationcentral.org/investor_page/the-chartered-group",="VC and Private Equity",="",="47",="6",="",="Undisclosed",
="The Garage",="https://finder.startupnationcentral.org/investor_page/the-garage",="VC and Private Equity",="",="9",="4",="",="Undisclosed",
="theDOCK",="https://finder.startupnationcentral.org/investor_page/thedock1",="VC and Private Equity",="",="23",="7",="",="Undisclosed",
="Third Point Ventures",="https://finder.startupnationcentral.org/investor_page/third-point-ventures",="VC and Private Equity",="",="15",="3",="$14B",="Undisclosed",
="Third Sphere",="https://finder.startupnationcentral.org/investor_page/third-sphere",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Titan Capital Partners",="https://finder.startupnationcentral.org/investor_page/titan-capital-partners",="VC and Private Equity",="",="8",="5",="",="1 - 15M",
="TPY Capital",="https://finder.startupnationcentral.org/investor_page/tpy-capital",="VC and Private Equity",="",="37",="3",="$135M",="1M - 20M",
="Union Tech Ventures",="https://finder.startupnationcentral.org/investor_page/union-tech-ventures",="VC and Private Equity",="",="42",="7",="",="5M - 15M",
="Unorthodox Ventures",="https://finder.startupnationcentral.org/investor_page/unorthodox-ventures",="VC and Private Equity",="",="7",="2",="$150M",="1M - 5M",
="UpWest",="https://finder.startupnationcentral.org/investor_page/upwest-labs",="VC and Private Equity",="",="87",="6",="$100M",="500K - 3M",
="Valitas Ventures",="https://finder.startupnationcentral.org/investor_page/valitas-ventures",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Vasuki Technology Fund",="https://finder.startupnationcentral.org/investor_page/vasuki-technology-fund",="VC and Private Equity",="",="8",="2",="",="Undisclosed",
="Veritas Capital",="https://finder.startupnationcentral.org/investor_page/veritas-capital",="VC and Private Equity",="",="0",="0",="$50B",="Undisclosed",
="Vertex Ventures Israel",="https://finder.startupnationcentral.org/investor_page/vertex-ventures-israel",="VC and Private Equity",="",="194",="20",="$1.6B",="1M - 10M",
="Vesey Ventures",="https://finder.startupnationcentral.org/investor_page/vesey-ventures",="VC and Private Equity",="",="6",="4",="",="Undisclosed",
="VGames",="https://finder.startupnationcentral.org/investor_page/vgames",="VC and Private Equity",="",="29",="3",="$200M",="250K - 2M",
="Vintage Investment Partners",="https://finder.startupnationcentral.org/investor_page/Vintage-Investment-Partners",="VC and Private Equity",="",="94",="5",="$4B",="Undisclosed",
="Viola Growth",="https://finder.startupnationcentral.org/investor_page/viola-growth",="VC and Private Equity",="",="65",="5",="$800M",="15M - 30M",
="Viola Ventures",="https://finder.startupnationcentral.org/investor_page/viola-ventures",="VC and Private Equity",="",="258",="20",="$1.3B",="1M - 10M",
="WeKiX",="https://finder.startupnationcentral.org/investor_page/wekix",="VC and Private Equity",="",="16",="0",="",="1M - Undisclosed",
="XT Venture Capital",="https://finder.startupnationcentral.org/investor_page/xt-venture-capital",="VC and Private Equity",="",="21",="2",="$500M",="1M - Undisclosed",
="YL Ventures",="https://finder.startupnationcentral.org/investor_page/yl-ventures",="VC and Private Equity",="",="63",="8",="$800M",="Undisclosed",
="&TLV",="https://finder.startupnationcentral.org/investor_page/tlv",="VC and Private Equity",="",="0",="0",="",="20K - 5M",
="12A Venture Capital",="https://finder.startupnationcentral.org/investor_page/12angels",="VC and Private Equity",="",="11",="2",="",="Undisclosed",
="1948 Ventures",="https://finder.startupnationcentral.org/investor_page/1948-ventures",="VC and Private Equity",="",="2",="2",="",="100K - 1M",
="21M Capital",="https://finder.startupnationcentral.org/investor_page/icapital-io",="VC and Private Equity",="",="0",="0",="$100M",="Undisclosed",
="2B-Community",="https://finder.startupnationcentral.org/investor_page/2b-community",="VC and Private Equity",="",="4",="0",="$10M",="500K - 1M",
="2B.VC",="https://finder.startupnationcentral.org/investor_page/2b-angels",="VC and Private Equity",="",="65",="0",="$50M",="200K - 1M",
