Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Kindred Ventures",="https://finder.startupnationcentral.org/investor_page/kindred-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Kingfisher Investment Advisors",="https://finder.startupnationcentral.org/investor_page/kingfisher-investment-advisors",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Kinzon Capital",="https://finder.startupnationcentral.org/investor_page/kinzon-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="KittyHawk Ventures",="https://finder.startupnationcentral.org/investor_page/kittyhawk-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="KKR",="https://finder.startupnationcentral.org/investor_page/kkr",="VC and Private Equity",="",="5",="1",="",="Undisclosed",
="Klutz Ventures",="https://finder.startupnationcentral.org/investor_page/klutz-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Koa Labs LLC",="https://finder.startupnationcentral.org/investor_page/koa-labs-llc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Kodiak Capital Group",="https://finder.startupnationcentral.org/investor_page/kodiak-capital-group",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Kona Ventures Partners",="https://finder.startupnationcentral.org/investor_page/kona-ventures-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Konvoy Ventures",="https://finder.startupnationcentral.org/investor_page/konvoy-ventures",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Kormeli",="https://finder.startupnationcentral.org/investor_page/kormeli",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Kortex Ventures",="https://finder.startupnationcentral.org/investor_page/kortex-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Kroll",="https://finder.startupnationcentral.org/investor_page/kroll",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="KSH Capital",="https://finder.startupnationcentral.org/investor_page/ksh-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="KYOTO ANGEL FUND",="https://finder.startupnationcentral.org/investor_page/kyoto-angel-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="L Capital Partners",="https://finder.startupnationcentral.org/investor_page/l-capital-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="L Catterton",="https://finder.startupnationcentral.org/investor_page/l-catterton",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="L Marks",="https://finder.startupnationcentral.org/investor_page/l-marks",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="L&S Venture Capital",="https://finder.startupnationcentral.org/investor_page/l-s-venture-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="L1 Energy",="https://finder.startupnationcentral.org/investor_page/l1-energy",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="L2 Ventures",="https://finder.startupnationcentral.org/investor_page/l2-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="LabOne Innovations",="https://finder.startupnationcentral.org/investor_page/labone-innovations",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Lachman Goldman Ventures",="https://finder.startupnationcentral.org/investor_page/lachman-goldman-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Laconia Ventures",="https://finder.startupnationcentral.org/investor_page/laconia-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="LAIG Investments",="https://finder.startupnationcentral.org/investor_page/laig-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lalotte Ventures",="https://finder.startupnationcentral.org/investor_page/lalotte-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Langdell Investments",="https://finder.startupnationcentral.org/investor_page/langdell-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
