Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="S3 Ventures",="https://finder.startupnationcentral.org/investor_page/s3-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="S32",="https://finder.startupnationcentral.org/investor_page/s32",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="SaaS Ventures",="https://finder.startupnationcentral.org/investor_page/saas-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Sabadell Asabys VC",="https://finder.startupnationcentral.org/investor_page/sabadell-asabys-vc",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Saban Capital Group",="https://finder.startupnationcentral.org/investor_page/saban-capital-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Sadot Research and Development",="https://finder.startupnationcentral.org/investor_page/sadot-research-and-development",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Safeguard Scientifics",="https://finder.startupnationcentral.org/investor_page/safeguard-scientifics",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Safer Made",="https://finder.startupnationcentral.org/investor_page/safer-made",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SAIF Partners",="https://finder.startupnationcentral.org/investor_page/saif-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Sailing Capital",="https://finder.startupnationcentral.org/investor_page/sailing-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Saints Capital",="https://finder.startupnationcentral.org/investor_page/saints-capital",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Salveo Capital",="https://finder.startupnationcentral.org/investor_page/salveo-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Samsara BioCapital",="https://finder.startupnationcentral.org/investor_page/samsara-biocapital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Samson Venture Partners",="https://finder.startupnationcentral.org/investor_page/samson-venture-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Sanford Health(USA)",="https://finder.startupnationcentral.org/investor_page/sanford-health-usa",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Santa Barbara Venture Partners",="https://finder.startupnationcentral.org/investor_page/santa-barbara-venture-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SBI Investment",="https://finder.startupnationcentral.org/investor_page/sbi-investment",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="SBT Venture Capital",="https://finder.startupnationcentral.org/investor_page/sbt-venture-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Scalar Ventures",="https://finder.startupnationcentral.org/investor_page/scalar-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Scheme Investments",="https://finder.startupnationcentral.org/investor_page/scheme-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Schroder Ventures",="https://finder.startupnationcentral.org/investor_page/schroder-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SCI Advanced Technology Fund",="https://finder.startupnationcentral.org/investor_page/sci-advanced-technology-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="script.capital",="https://finder.startupnationcentral.org/investor_page/script-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Scrum Ventures",="https://finder.startupnationcentral.org/investor_page/scrum-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="SDK Ventures",="https://finder.startupnationcentral.org/investor_page/sdk-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Seacoast Capital Partners",="https://finder.startupnationcentral.org/investor_page/seacoast-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Seamans Holdings",="https://finder.startupnationcentral.org/investor_page/seamans-holdings",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="SEB Private Equity",="https://finder.startupnationcentral.org/investor_page/seb-private-equity",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Secdo Capital",="https://finder.startupnationcentral.org/investor_page/secdo-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Secocha Ventures",="https://finder.startupnationcentral.org/investor_page/secocha-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
