Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Hutchison Water",="https://finder.startupnationcentral.org/investor_page/hutchison-water",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="iArgento",="https://finder.startupnationcentral.org/investor_page/iargento",="VC and Private Equity",="",="7",="0",="",="Undisclosed",
="IL Pacific of the Ion Pacific Group",="https://finder.startupnationcentral.org/investor_page/il-pacific",="VC and Private Equity",="",="1",="0",="$30M",="Undisclosed",
="Infinity Medical",="https://finder.startupnationcentral.org/investor_page/i-i-m-infinity-innonation-medical",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="Inimiti",="https://finder.startupnationcentral.org/investor_page/inimiti",="VC and Private Equity",="",="17",="0",="$35M",="500K - 1.5M",
="Innov8 Investments",="https://finder.startupnationcentral.org/investor_page/innov8-investments",="VC and Private Equity",="",="1",="0",="",="200K - 1M",
="Innovation Endeavors",="https://finder.startupnationcentral.org/investor_page/innovation-endeavors",="VC and Private Equity",="",="75",="1",="$1.83B",="Undisclosed",
="InsurTech Israel",="https://finder.startupnationcentral.org/investor_page/insurtech-israel",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="INT3",="https://finder.startupnationcentral.org/investor_page/int3",="VC and Private Equity",="",="8",="1",="",="Undisclosed",
="Integra Holdings",="https://finder.startupnationcentral.org/investor_page/integra-holdings",="VC and Private Equity",="",="18",="1",="$40M",="Undisclosed",
="Intempo Ventures",="https://finder.startupnationcentral.org/investor_page/intempo-ventures",="VC and Private Equity",="",="7",="1",="",="100K - 100M",
="International Finance Corporation (IFC)",="https://finder.startupnationcentral.org/investor_page/international-finance-corporation-ifc",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Intuition Fund",="https://finder.startupnationcentral.org/investor_page/intuition-fund",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Inven Capital",="https://finder.startupnationcentral.org/investor_page/inven-capital",="VC and Private Equity",="",="5",="1",="$450M",="2M - 30M",
="Invicta Ventures",="https://finder.startupnationcentral.org/investor_page/lavi",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Iris Capital",="https://finder.startupnationcentral.org/investor_page/iris-capital",="VC and Private Equity",="",="7",="0",="$1B",="1.1M - 33M",
="Israel Defense Fund",="https://finder.startupnationcentral.org/investor_page/israel-defense-fund",="VC and Private Equity",="",="0",="0",="",="250K - 10M",
="Israel HealthCare Ventures",="https://finder.startupnationcentral.org/investor_page/israel-healthcare-ventures",="VC and Private Equity",="",="15",="0",="$135M",="Undisclosed",
="Israel Legacy Partners",="https://finder.startupnationcentral.org/investor_page/israel-legacy-partners",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Israel MedicUp",="https://finder.startupnationcentral.org/investor_page/israel-medicup",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="Israel Secondary Fund",="https://finder.startupnationcentral.org/investor_page/israel-secondary-fund",="VC and Private Equity",="",="4",="0",="$500M",="Undisclosed",
="Israeli Mapped in NY Ventures",="https://finder.startupnationcentral.org/investor_page/israeli-mapped-in-ny-ventures",="VC and Private Equity",="",="8",="1",="",="Undisclosed",
