Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="11.2 Capital",="https://finder.startupnationcentral.org/investor_page/11-2-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="14W",="https://finder.startupnationcentral.org/investor_page/14w",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="18 Partners",="https://finder.startupnationcentral.org/investor_page/18-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="1Confirmation",="https://finder.startupnationcentral.org/investor_page/1confirmation",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="1Up",="https://finder.startupnationcentral.org/investor_page/1up",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="2.0 Ventures",="https://finder.startupnationcentral.org/investor_page/2-0-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="20/20 HealthCare Partners",="https://finder.startupnationcentral.org/investor_page/20-20-healthcare-partners",="VC and Private Equity",="",="5",="1",="",="Undisclosed",
="24Haymarket (UK)",="https://finder.startupnationcentral.org/investor_page/24haymarket-uk",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="25madison",="https://finder.startupnationcentral.org/investor_page/25madison",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="2b AHEAD Ventures Fund",="https://finder.startupnationcentral.org/investor_page/2b-ahead-ventures-fund",="VC and Private Equity",="",="3",="2",="",="Undisclosed",
="31 VENTURES",="https://finder.startupnationcentral.org/investor_page/31-ventures",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="360 Capital Partners",="https://finder.startupnationcentral.org/investor_page/360-capital-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="3A Capital",="https://finder.startupnationcentral.org/investor_page/3a-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="3L",="https://finder.startupnationcentral.org/investor_page/3l",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="3M New Ventures",="https://finder.startupnationcentral.org/investor_page/3m-new-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="40 North",="https://finder.startupnationcentral.org/investor_page/40-north",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="415 Capital",="https://finder.startupnationcentral.org/investor_page/415-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="468 Capital",="https://finder.startupnationcentral.org/investor_page/468-capital",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="4DX Ventures",="https://finder.startupnationcentral.org/investor_page/4dx-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="4See Ventures",="https://finder.startupnationcentral.org/investor_page/4see-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="4WARD",="https://finder.startupnationcentral.org/investor_page/4ward",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="6 Dimension Capital",="https://finder.startupnationcentral.org/investor_page/6-dimension-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="645 Ventures",="https://finder.startupnationcentral.org/investor_page/645-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="6th Man Ventures",="https://finder.startupnationcentral.org/investor_page/6th-man-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="7 Health Ventures",="https://finder.startupnationcentral.org/investor_page/7-health-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="7percent Ventures",="https://finder.startupnationcentral.org/investor_page/7percent-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="7wire Ventures",="https://finder.startupnationcentral.org/investor_page/7wire-ventures",="VC and Private Equity",="",="5",="1",="",="Undisclosed",
="9Yards Capital",="https://finder.startupnationcentral.org/investor_page/9yards-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="A Brazilian financial institution",="https://finder.startupnationcentral.org/investor_page/a-brazilian-financial-institution",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="A-Round Capital",="https://finder.startupnationcentral.org/investor_page/a-round-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="A.Capital Ventures",="https://finder.startupnationcentral.org/investor_page/a-capital-ventures-1",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="A.M. Holdings",="https://finder.startupnationcentral.org/investor_page/a-m-holdings",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="A/O PropTech",="https://finder.startupnationcentral.org/investor_page/a-o-proptech",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="A2Z Venture Partners",="https://finder.startupnationcentral.org/investor_page/a2z-venture-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Abingworth",="https://finder.startupnationcentral.org/investor_page/abingworth",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
