Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Bloccelerate",="https://finder.startupnationcentral.org/investor_page/bloccelerate",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Block Crafters Capital",="https://finder.startupnationcentral.org/investor_page/block-crafters-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Blockchain Capital",="https://finder.startupnationcentral.org/investor_page/blockchain-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Blockchange Ventures",="https://finder.startupnationcentral.org/investor_page/blockchange-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="BlockNation",="https://finder.startupnationcentral.org/investor_page/blocknation",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Bloodhound Partners",="https://finder.startupnationcentral.org/investor_page/bloodhound-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
"Bloom Tree Partners, LLC",="https://finder.startupnationcentral.org/investor_page/bloom-tree-partners-llc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Blu Ventures",="https://finder.startupnationcentral.org/investor_page/blu-ventures",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Blue Ant Investments",="https://finder.startupnationcentral.org/investor_page/blue-ant-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Blue Chip Venture Company",="https://finder.startupnationcentral.org/investor_page/blue-chip-venture-company",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Blue Fund",="https://finder.startupnationcentral.org/investor_page/blue-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Blue Horizon",="https://finder.startupnationcentral.org/investor_page/blue-horizon",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Blue Lagoon Capital",="https://finder.startupnationcentral.org/investor_page/blue-lagoon-capital-2",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Blue Square Israel",="https://finder.startupnationcentral.org/investor_page/blue-square-israel",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="BlueOrchard",="https://finder.startupnationcentral.org/investor_page/blueorchard",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Bluestem Capital",="https://finder.startupnationcentral.org/investor_page/bluestem-capital",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="BlueYard Capital",="https://finder.startupnationcentral.org/investor_page/blueyard-capital",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="BluFolio",="https://finder.startupnationcentral.org/investor_page/blufolio",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="BNF Capital",="https://finder.startupnationcentral.org/investor_page/bnf-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="BNP Joint Capital LTD",="https://finder.startupnationcentral.org/investor_page/bnp-joint-capital-ltd",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Boehringer Ingelheim Venture Fund",="https://finder.startupnationcentral.org/investor_page/boehringer-ingelheim-venture-fund",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Bold Capital Partners",="https://finder.startupnationcentral.org/investor_page/bold-capital-partners",="VC and Private Equity",="",="5",="2",="",="100K - 5M",
