Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Method Capital",="https://finder.startupnationcentral.org/investor_page/method-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Metro AG",="https://finder.startupnationcentral.org/investor_page/metro-ag",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Metrontario",="https://finder.startupnationcentral.org/investor_page/metrontario",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Metropolis Ventures",="https://finder.startupnationcentral.org/investor_page/metropolis-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="MG Investment Capital",="https://finder.startupnationcentral.org/investor_page/mg-investment-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="MGM Resorts International",="https://finder.startupnationcentral.org/investor_page/mgm-resorts-international",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="MGVC",="https://finder.startupnationcentral.org/investor_page/mgvc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="MHS Capital",="https://finder.startupnationcentral.org/investor_page/mhs-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Michael Ilan Management & Investments",="https://finder.startupnationcentral.org/investor_page/michael-ilan-management-investments",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Microdent",="https://finder.startupnationcentral.org/investor_page/microdent",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Micron",="https://finder.startupnationcentral.org/investor_page/micron",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Micron Ventures",="https://finder.startupnationcentral.org/investor_page/micron-ventures",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="MicroPort",="https://finder.startupnationcentral.org/investor_page/microport",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="MIG Capital",="https://finder.startupnationcentral.org/investor_page/mig-capital-1",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Mighty Capital",="https://finder.startupnationcentral.org/investor_page/mighty-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Milestone Venture",="https://finder.startupnationcentral.org/investor_page/milestone-venture",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Milk Capital",="https://finder.startupnationcentral.org/investor_page/milk-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Millennium II Materials Technology Fund",="https://finder.startupnationcentral.org/investor_page/millennium-ii-materials-technology-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Millennium New Horizons (MNH)",="https://finder.startupnationcentral.org/investor_page/millennium-new-horizons-mnh",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Millennium Technology Value Partners",="https://finder.startupnationcentral.org/investor_page/millennium-technology-value-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Millhouse Capital",="https://finder.startupnationcentral.org/investor_page/millhouse-capital",="VC and Private Equity",="",="6",="0",="",="Undisclosed",
="Minvest Partners",="https://finder.startupnationcentral.org/investor_page/minvest-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Mirae Asset Venture Investment",="https://finder.startupnationcentral.org/investor_page/mirae-asset-venture-investment",="VC and Private Equity",="",="5",="1",="",="Undisclosed",
="Mirai Creation Fund",="https://finder.startupnationcentral.org/investor_page/mirai-creation-fund",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="mirvac",="https://finder.startupnationcentral.org/investor_page/mirvac",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="MissionBlue Capital Partners",="https://finder.startupnationcentral.org/investor_page/missionblue-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="MissionOG",="https://finder.startupnationcentral.org/investor_page/missionog",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Mistral Equity Partners",="https://finder.startupnationcentral.org/investor_page/mistral-equity-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="MIT E14",="https://finder.startupnationcentral.org/investor_page/mit-e14",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Mithaq Capital",="https://finder.startupnationcentral.org/investor_page/mithaq-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Mithril Capital Management",="https://finder.startupnationcentral.org/investor_page/mithril-capital-management",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="MITSUI SUMITOMO INSURANCE Venture Capital",="https://finder.startupnationcentral.org/investor_page/mitsui-sumitomo-insurance-venture-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Miven Venture Partners",="https://finder.startupnationcentral.org/investor_page/miven-venture-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="MK Capital",="https://finder.startupnationcentral.org/investor_page/mk-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ML-Delta",="https://finder.startupnationcentral.org/investor_page/ml-delta",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
