Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Caffeinated Capital",="https://finder.startupnationcentral.org/investor_page/caffeinated-capital",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Caisse de dpt et placement du Qubec (CDPQ)",="https://finder.startupnationcentral.org/investor_page/caisse-de-dpt-et-placement-du-qubec-cdpq",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Calm Ventures",="https://finder.startupnationcentral.org/investor_page/calm-ventures",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="Cambridge Agritech",="https://finder.startupnationcentral.org/investor_page/cambridge-agritech",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Cambridge Capital",="https://finder.startupnationcentral.org/investor_page/cambridge-capital",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Camden Partners",="https://finder.startupnationcentral.org/investor_page/camden-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Camp One Ventures",="https://finder.startupnationcentral.org/investor_page/camp-one-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Canadian investors",="https://finder.startupnationcentral.org/investor_page/canadian-investors",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Canapi Ventures",="https://finder.startupnationcentral.org/investor_page/canapi-ventures",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Cancer Focus Fund",="https://finder.startupnationcentral.org/investor_page/cancer-focus-fund",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Canepa Healthcare",="https://finder.startupnationcentral.org/investor_page/canepa-healthcare",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Cannabics Pharmaceuticals Inc.",="https://finder.startupnationcentral.org/investor_page/cannabics-pharmaceuticals-inc-1",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Canon Equity",="https://finder.startupnationcentral.org/investor_page/canon-equity",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Capital Sustainability",="https://finder.startupnationcentral.org/investor_page/capital-sustainability",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Care Capital",="https://finder.startupnationcentral.org/investor_page/care-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Caremi Partners",="https://finder.startupnationcentral.org/investor_page/caremi-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Carlton Diversified Alpha Fund",="https://finder.startupnationcentral.org/investor_page/carlton-diversified-alpha-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Carthona Capital",="https://finder.startupnationcentral.org/investor_page/carthona-capital",="VC and Private Equity",="",="5",="2",="$360M",="1M - 10M",
="Casdin Capital",="https://finder.startupnationcentral.org/investor_page/casdin-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Castle Island Ventures",="https://finder.startupnationcentral.org/investor_page/castle-island-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Castor Ventures",="https://finder.startupnationcentral.org/investor_page/castor-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
