Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="AliExpress",="https://finder.startupnationcentral.org/investor_page/aliexpress",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ALL STAR SAAS FUND",="https://finder.startupnationcentral.org/investor_page/all-star-saas-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ALL STAR SAAS FUND",="https://finder.startupnationcentral.org/investor_page/all-star-saas-fund-1",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Allectus Capital",="https://finder.startupnationcentral.org/investor_page/allectus-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="AllegisCyber",="https://finder.startupnationcentral.org/investor_page/allegiscyber",="VC and Private Equity",="",="5",="1",="",="Undisclosed",
="Alley Robotics Ventures",="https://finder.startupnationcentral.org/investor_page/alley-robotics-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Allianz X",="https://finder.startupnationcentral.org/investor_page/allianz-x",="VC and Private Equity",="",="4",="2",="",="Undisclosed",
="Ally Bridge Group",="https://finder.startupnationcentral.org/investor_page/ally-bridge-group",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Alma Mundi Ventures",="https://finder.startupnationcentral.org/investor_page/alma-mundi-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Almaz Capital",="https://finder.startupnationcentral.org/investor_page/almaz-capital",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Almond Tree Technologies",="https://finder.startupnationcentral.org/investor_page/almond-tree-technologies",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Alpha Opportunities",="https://finder.startupnationcentral.org/investor_page/alpha-opportunities",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Alpha Wave",="https://finder.startupnationcentral.org/investor_page/alpha-wave",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Alpha Wave Ventures",="https://finder.startupnationcentral.org/investor_page/alpha-wave-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Alrai Capital",="https://finder.startupnationcentral.org/investor_page/alrai-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Alsora Capital",="https://finder.startupnationcentral.org/investor_page/alsora-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Alta Park Capital",="https://finder.startupnationcentral.org/investor_page/alta-park-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Alta Partners",="https://finder.startupnationcentral.org/investor_page/alta-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
