Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Long Ridge Equity Partners",="https://finder.startupnationcentral.org/investor_page/long-ridge-equity-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Longevitytech.fund",="https://finder.startupnationcentral.org/investor_page/longevitytech-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Longfellow Venture Partners",="https://finder.startupnationcentral.org/investor_page/longfellow-venture-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Longitude Capital",="https://finder.startupnationcentral.org/investor_page/longitude-capital",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="LongTec China Ventures",="https://finder.startupnationcentral.org/investor_page/longtec-china-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="LongTec HongTao China Ventures",="https://finder.startupnationcentral.org/investor_page/longtec-hongtao-china-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Longview Capital",="https://finder.startupnationcentral.org/investor_page/longview-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Longworth Venture Partners",="https://finder.startupnationcentral.org/investor_page/longworth-venture-partners",="VC and Private Equity",="",="8",="0",="",="Undisclosed",
="Loop Ventures",="https://finder.startupnationcentral.org/investor_page/loop-ventures",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="LowFam",="https://finder.startupnationcentral.org/investor_page/lowfam",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="LRC Group",="https://finder.startupnationcentral.org/investor_page/lrc-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
