Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Launch Capital",="https://finder.startupnationcentral.org/investor_page/launch-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="LBT Pharma",="https://finder.startupnationcentral.org/investor_page/lbt-pharma",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lead Capital",="https://finder.startupnationcentral.org/investor_page/lead-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lead Edge Capital",="https://finder.startupnationcentral.org/investor_page/lead-edge-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Leap Forward Ventures",="https://finder.startupnationcentral.org/investor_page/leap-forward-ventures",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="LearnStart",="https://finder.startupnationcentral.org/investor_page/learnstart",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Leeds Equity Partners",="https://finder.startupnationcentral.org/investor_page/leeds-equity-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Left Lane Capital",="https://finder.startupnationcentral.org/investor_page/left-lane-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lemniscap",="https://finder.startupnationcentral.org/investor_page/lemniscap",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lemnsicap",="https://finder.startupnationcentral.org/investor_page/lemnsicap",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Level VC",="https://finder.startupnationcentral.org/investor_page/level-vc",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Leverage Health",="https://finder.startupnationcentral.org/investor_page/leverage-health",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lewis Trust Group",="https://finder.startupnationcentral.org/investor_page/lewis-trust-group",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="LGiLab",="https://finder.startupnationcentral.org/investor_page/lgilab",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="LGL Capital Pty Ltd",="https://finder.startupnationcentral.org/investor_page/lgl-capital-pty-ltd",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="LHV Ventures",="https://finder.startupnationcentral.org/investor_page/lhv-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Liberation Capital",="https://finder.startupnationcentral.org/investor_page/liberation-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Liberty City Ventures",="https://finder.startupnationcentral.org/investor_page/liberty-city-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Liberty Global Ventures",="https://finder.startupnationcentral.org/investor_page/liberty-global-ventures",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Liberty Technology Venture Capital",="https://finder.startupnationcentral.org/investor_page/liberty-technology-venture-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Liberty Technology Venture Capital II",="https://finder.startupnationcentral.org/investor_page/liberty-technology-venture-capital-ii",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Liberty Venture Partners",="https://finder.startupnationcentral.org/investor_page/liberty-venture-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Liberty Ventures",="https://finder.startupnationcentral.org/investor_page/liberty-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Liechtenstein Group",="https://finder.startupnationcentral.org/investor_page/liechtenstein-group",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="LifeSci Venture Partners",="https://finder.startupnationcentral.org/investor_page/lifesci-venture-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Light Street",="https://finder.startupnationcentral.org/investor_page/light-street",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lightbank",="https://finder.startupnationcentral.org/investor_page/lightbank",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="LightShed Ventures",="https://finder.startupnationcentral.org/investor_page/lightshed-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lightshift Capital",="https://finder.startupnationcentral.org/investor_page/lightshift-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Liil Ventures",="https://finder.startupnationcentral.org/investor_page/liil-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lilly Asia Ventures",="https://finder.startupnationcentral.org/investor_page/lilly-asia-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Link Ventures",="https://finder.startupnationcentral.org/investor_page/link-ventures",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Linnaeus Capital Partners",="https://finder.startupnationcentral.org/investor_page/linnaeus-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Linse Capital",="https://finder.startupnationcentral.org/investor_page/linse-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lions Peak Capital",="https://finder.startupnationcentral.org/investor_page/lions-peak-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="LLC DIRECTIVES",="https://finder.startupnationcentral.org/investor_page/llc-directives",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Loeb.nyc",="https://finder.startupnationcentral.org/investor_page/loeb-nyc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="London Venture Partners",="https://finder.startupnationcentral.org/investor_page/london-venture-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Lone Pine Capital",="https://finder.startupnationcentral.org/investor_page/lone-pine-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
