Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="The Blue Minds Company",="https://finder.startupnationcentral.org/investor_page/the-blue-minds-company",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="The Change",="https://finder.startupnationcentral.org/investor_page/the-change",="VC and Private Equity",="",="0",="0",="",="125K - 2.5M",
="The Yozma Group",="https://finder.startupnationcentral.org/investor_page/yozma-group",="VC and Private Equity",="",="18",="1",="",="1M - 6M",
="TI-CAVERET",="https://finder.startupnationcentral.org/investor_page/ti-caveret",="VC and Private Equity",="",="3",="1",="$14M",="50K - 2.5M",
="Tiger Global Management",="https://finder.startupnationcentral.org/investor_page/tiger-global-management",="VC and Private Equity",="",="51",="0",="$79B",="Undisclosed",
="Titan Ventures",="https://finder.startupnationcentral.org/investor_page/titan-ventures",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="toDay Ventures",="https://finder.startupnationcentral.org/investor_page/today-ventures",="VC and Private Equity",="",="25",="4",="",="500K - 1.5M",
="Together  We Invest",="https://finder.startupnationcentral.org/investor_page/together",="VC and Private Equity",="",="12",="1",="",="25K - Undisclosed",
="Transolam",="https://finder.startupnationcentral.org/investor_page/transolam",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Triventures",="https://finder.startupnationcentral.org/investor_page/triventures",="VC and Private Equity",="",="40",="3",="$200M",="Undisclosed",
="Type5 Venture Capital",="https://finder.startupnationcentral.org/investor_page/type5-venture-capital",="VC and Private Equity",="",="0",="0",="",="5M - 30M",
="U.S. Venture Partners",="https://finder.startupnationcentral.org/investor_page/u-s-venture-partners",="VC and Private Equity",="",="31",="3",="",="Undisclosed",
="UM6P Ventures",="https://finder.startupnationcentral.org/investor_page/um6p-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Unic-Tech Fund",="https://finder.startupnationcentral.org/investor_page/unic-tech-fund",="VC and Private Equity",="",="0",="0",="$8.15M",="Undisclosed",
="Unicorn Technologies",="https://finder.startupnationcentral.org/investor_page/unicorn-technologies",="VC and Private Equity",="",="12",="2",="",="1M - 2M",
="Unovis",="https://finder.startupnationcentral.org/investor_page/unovis-1",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="Unused PV",="https://finder.startupnationcentral.org/investor_page/peregrine-ventures",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="VAT IT Ventures",="https://finder.startupnationcentral.org/investor_page/vat-it-ventures",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="Veligera",="https://finder.startupnationcentral.org/investor_page/veligera",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Vinthera",="https://finder.startupnationcentral.org/investor_page/vinthera",="VC and Private Equity",="",="1",="1",="",="10M - 12M",
="Viola-Cadma",="https://finder.startupnationcentral.org/investor_page/viola-cadma",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Vive Venture Capital",="https://finder.startupnationcentral.org/investor_page/vive-venture-capital",="VC and Private Equity",="",="0",="0",="$25M",="500K - 5M",
="VNB CAPITAL Investments",="https://finder.startupnationcentral.org/investor_page/vision-beyond-capital",="VC and Private Equity",="",="0",="0",="$300",="250K - 5M",
="Waarde Capital",="https://finder.startupnationcentral.org/investor_page/waarde-capital",="VC and Private Equity",="",="6",="0",="",="200K - 20M",
="Wadi Ventures",="https://finder.startupnationcentral.org/investor_page/wadi-ventures",="VC and Private Equity",="",="17",="0",="",="50K - 150K",
="Waveline",="https://finder.startupnationcentral.org/investor_page/waveline",="VC and Private Equity",="",="4",="0",="$2.5M",="1 - 250K",
="WebTalk",="https://finder.startupnationcentral.org/investor_page/webtalk",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Welltech Ventures",="https://finder.startupnationcentral.org/investor_page/welltech11",="VC and Private Equity",="",="19",="0",="",="Undisclosed",
="West Fountain Global Fund",="https://finder.startupnationcentral.org/investor_page/shenzen-capital-group",="VC and Private Equity",="",="6",="0",="$600M",="Undisclosed",
="Western Technology Investment",="https://finder.startupnationcentral.org/investor_page/western-technology-investment",="VC and Private Equity",="",="19",="2",="$7B",="250K - 25M",
