Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Quad Partners",="https://finder.startupnationcentral.org/investor_page/quad-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Quantum Pacific Ventures",="https://finder.startupnationcentral.org/investor_page/quantum-pacific-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Quark Venture",="https://finder.startupnationcentral.org/investor_page/quark-venture",="VC and Private Equity",="",="6",="0",="",="Undisclosed",
="Queensland BioCapital Funds",="https://finder.startupnationcentral.org/investor_page/queensland-biocapital-funds",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Quercus Trust",="https://finder.startupnationcentral.org/investor_page/quercus-trust",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Query Capital",="https://finder.startupnationcentral.org/investor_page/query-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="QuestMark Partners",="https://finder.startupnationcentral.org/investor_page/questmark-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Quiet Capital",="https://finder.startupnationcentral.org/investor_page/quiet-capital",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="QVT Financial",="https://finder.startupnationcentral.org/investor_page/qvt-financial",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="R-Squared",="https://finder.startupnationcentral.org/investor_page/r-squared",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="R&R Ventures",="https://finder.startupnationcentral.org/investor_page/r-r-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Radian Capital",="https://finder.startupnationcentral.org/investor_page/radian-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Radiant Venture Capital",="https://finder.startupnationcentral.org/investor_page/radiant-venture-capital",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="Radianx Capital",="https://finder.startupnationcentral.org/investor_page/radianx-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
