Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Centre Street Partners",="https://finder.startupnationcentral.org/investor_page/centre-street-partners",="VC and Private Equity",="",="2",="2",="",="Undisclosed",
="Clal Finance Mutual Funds Ltd",="https://finder.startupnationcentral.org/investor_page/clal-finance-mutual-funds-ltd",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Cyber Fund",="https://finder.startupnationcentral.org/investor_page/cyber-fund",="VC and Private Equity",="",="2",="2",="",="Undisclosed",
="DivcoWest",="https://finder.startupnationcentral.org/investor_page/divcowest",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Drive Technion",="https://finder.startupnationcentral.org/investor_page/drive-technion",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="DST Global",="https://finder.startupnationcentral.org/investor_page/dst-global",="VC and Private Equity",="",="2",="2",="",="Undisclosed",
="Duo Partners",="https://finder.startupnationcentral.org/investor_page/duo-partners",="VC and Private Equity",="",="2",="2",="",="Undisclosed",
="Emery Capital",="https://finder.startupnationcentral.org/investor_page/emery-capital",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="F2 Ventures",="https://finder.startupnationcentral.org/investor_page/f2-ventures",="VC and Private Equity",="",="5",="1",="",="Undisclosed",
="Fin Capital",="https://finder.startupnationcentral.org/investor_page/fin-capital",="VC and Private Equity",="",="5",="4",="",="Undisclosed",
="Firstminute Capital",="https://finder.startupnationcentral.org/investor_page/firstminute-capital",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Fusion Fund",="https://finder.startupnationcentral.org/investor_page/fusion-fund",="VC and Private Equity",="",="7",="3",="",="Undisclosed",
="FXP",="https://finder.startupnationcentral.org/investor_page/fxp",="VC and Private Equity",="",="5",="3",="",="Undisclosed",
="G20 Ventures",="https://finder.startupnationcentral.org/investor_page/g20-ventures-2",="VC and Private Equity",="",="5",="1",="",="Undisclosed",
="GFT Ventures",="https://finder.startupnationcentral.org/investor_page/gft-ventures",="VC and Private Equity",="",="2",="2",="",="Undisclosed",
="GreyBird Ventures",="https://finder.startupnationcentral.org/investor_page/greybird-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
