Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="G Squared",="https://finder.startupnationcentral.org/investor_page/g-squared-2",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="G-Bar Ventures",="https://finder.startupnationcentral.org/investor_page/g-bar-ventures-2",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Gabriel Capital Management",="https://finder.startupnationcentral.org/investor_page/gabriel-capital-management",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Gaia Real Estate",="https://finder.startupnationcentral.org/investor_page/gaia-real-estate",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Galaxy",="https://finder.startupnationcentral.org/investor_page/galaxy",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Galaxy Interactive",="https://finder.startupnationcentral.org/investor_page/galaxy-interactive",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="GameFi Ventures",="https://finder.startupnationcentral.org/investor_page/gamefi-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Gandyr Group",="https://finder.startupnationcentral.org/investor_page/gandyr-group",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Ganot Capital",="https://finder.startupnationcentral.org/investor_page/ganot-capital-1",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Gatewood Ventures",="https://finder.startupnationcentral.org/investor_page/gatewood-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="GB-VI Growth Fund Investment Limited Partnership",="https://finder.startupnationcentral.org/investor_page/gb-vi-growth-fund-investment-limited-partnership",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="GCB",="https://finder.startupnationcentral.org/investor_page/gcb",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="GE Equity",="https://finder.startupnationcentral.org/investor_page/ge-equity",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="GEHR Cooperation",="https://finder.startupnationcentral.org/investor_page/gehr-cooperation",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="GEM Capital",="https://finder.startupnationcentral.org/investor_page/gem-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="GEM Global Yield LLC",="https://finder.startupnationcentral.org/investor_page/gem-global-yield-llc",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="GEM Realty Capital",="https://finder.startupnationcentral.org/investor_page/gem-realty-capital",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Genacast Ventures",="https://finder.startupnationcentral.org/investor_page/genacast-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="General Global Capital",="https://finder.startupnationcentral.org/investor_page/general-global-capital",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Geodesic Capital",="https://finder.startupnationcentral.org/investor_page/geodesic-capital",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Geometry",="https://finder.startupnationcentral.org/investor_page/geometry",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Gera Venture",="https://finder.startupnationcentral.org/investor_page/gera-venture",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="GETTY",="https://finder.startupnationcentral.org/investor_page/getty",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Geut Holdings",="https://finder.startupnationcentral.org/investor_page/geut-holdings",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="GF Investments",="https://finder.startupnationcentral.org/investor_page/gf-investments-1",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="gig",="https://finder.startupnationcentral.org/investor_page/gig",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="gil rabbi",="https://finder.startupnationcentral.org/investor_page/gil-rabbi-1",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Gimel Tech Ventures",="https://finder.startupnationcentral.org/investor_page/gimel-tech-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="GIMV",="https://finder.startupnationcentral.org/investor_page/gimv",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="GingerBread Capital",="https://finder.startupnationcentral.org/investor_page/gingerbread-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
