Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Walden International",="https://finder.startupnationcentral.org/investor_page/walden-international",="VC and Private Equity",="",="7",="0",="",="Undisclosed",
="Warburg Pincus",="https://finder.startupnationcentral.org/investor_page/warburg-pincus",="VC and Private Equity",="",="8",="0",="$87B",="Undisclosed",
="Windham Venture Partners",="https://finder.startupnationcentral.org/investor_page/windham-venture-partners",="VC and Private Equity",="",="7",="1",="",="Undisclosed",
="Trinity Capital Investment",="https://finder.startupnationcentral.org/investor_page/trinity-capital-investment",="VC and Private Equity",="",="5",="2",="",="Undisclosed",
="Woven Capital",="https://finder.startupnationcentral.org/investor_page/woven-capital",="VC and Private Equity",="",="5",="4",="",="Undisclosed",
="Armistice Capital",="https://finder.startupnationcentral.org/investor_page/armistice-capital",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Glynn Capital",="https://finder.startupnationcentral.org/investor_page/glynn-capital",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="Highbridge Capital Management",="https://finder.startupnationcentral.org/investor_page/highbridge-capital-management-1",="VC and Private Equity",="",="2",="2",="",="Undisclosed",
="SDF (Strategic Development Fund)",="https://finder.startupnationcentral.org/investor_page/sdf-strategic-development-fund",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Stage One Capital",="https://finder.startupnationcentral.org/investor_page/stage-one-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="A* Capital",="https://finder.startupnationcentral.org/investor_page/a-capital",="VC and Private Equity",="",="2",="1",="$615M",="Undisclosed",
="Advent International",="https://finder.startupnationcentral.org/investor_page/advent-international",="VC and Private Equity",="",="6",="1",="",="Undisclosed",
="Ahren Innovation Capital",="https://finder.startupnationcentral.org/investor_page/ahren-innovation-capital",="VC and Private Equity",="",="4",="2",="",="Undisclosed",
="Alicorn",="https://finder.startupnationcentral.org/investor_page/alicorn",="VC and Private Equity",="",="7",="4",="",="Undisclosed",
="AlleyCorp",="https://finder.startupnationcentral.org/investor_page/alleycorp",="VC and Private Equity",="",="6",="4",="",="Undisclosed",
="Alpha Intelligence Capital",="https://finder.startupnationcentral.org/investor_page/alpha-intelligence-capital",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="APG",="https://finder.startupnationcentral.org/investor_page/apg",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Aston Partners",="https://finder.startupnationcentral.org/investor_page/aston-partners",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Atlantic Bridge",="https://finder.startupnationcentral.org/investor_page/atlantic-bridge",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="Audacy Ventures",="https://finder.startupnationcentral.org/investor_page/audacy-ventures-1",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="B Gaon Holdings",="https://finder.startupnationcentral.org/investor_page/b-gaon-holdings",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Ballistic venture",="https://finder.startupnationcentral.org/investor_page/ballistic-venture",="VC and Private Equity",="",="5",="3",="",="Undisclosed",
="Barrel Ventures",="https://finder.startupnationcentral.org/investor_page/barrel-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="BDMI",="https://finder.startupnationcentral.org/investor_page/bdmi",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Black Opal Ventures",="https://finder.startupnationcentral.org/investor_page/black-opal-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Brewer Lane Ventures",="https://finder.startupnationcentral.org/investor_page/brewer-lane-ventures",="VC and Private Equity",="",="2",="2",="",="Undisclosed",
="Brighton Park Capital",="https://finder.startupnationcentral.org/investor_page/brighton-park-capital",="VC and Private Equity",="",="4",="3",="",="Undisclosed",
="Camber Creek",="https://finder.startupnationcentral.org/investor_page/camber-creek",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="Cambrian Ventures",="https://finder.startupnationcentral.org/investor_page/cambrian-ventures",="VC and Private Equity",="",="1",="0",="$20M",="Undisclosed",
="Carlyle Group",="https://finder.startupnationcentral.org/investor_page/carlyle-group",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
