Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="OCA Ventures",="https://finder.startupnationcentral.org/investor_page/oca-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Ofakim Hi-Tech Ventures",="https://finder.startupnationcentral.org/investor_page/ofakim-hi-tech-ventures",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Off the Grid Ventures",="https://finder.startupnationcentral.org/investor_page/off-the-grid-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Old City Partners",="https://finder.startupnationcentral.org/investor_page/old-city-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Old Mutual Global Investors (UK)",="https://finder.startupnationcentral.org/investor_page/old-mutual-global-investors-uk",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="OldSlip Group",="https://finder.startupnationcentral.org/investor_page/oldslip-group",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Ombu Group",="https://finder.startupnationcentral.org/investor_page/ombu-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Omega Funds",="https://finder.startupnationcentral.org/investor_page/omega-funds",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Omidyar Network",="https://finder.startupnationcentral.org/investor_page/omidyar-network",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Omninet Capital",="https://finder.startupnationcentral.org/investor_page/omninet-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="On Grid Ventures",="https://finder.startupnationcentral.org/investor_page/on-grid-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="One Equity Partners",="https://finder.startupnationcentral.org/investor_page/one-equity-partners",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="One Peak Partners",="https://finder.startupnationcentral.org/investor_page/one-peak-partners",="VC and Private Equity",="",="3",="1",="",="Undisclosed",
="One Thousand Angels",="https://finder.startupnationcentral.org/investor_page/one-thousand-angels",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="One Way Ventures",="https://finder.startupnationcentral.org/investor_page/one-way-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Onset Ventures",="https://finder.startupnationcentral.org/investor_page/onset-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Ooga Labs",="https://finder.startupnationcentral.org/investor_page/ooga-labs",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Operator Collective",="https://finder.startupnationcentral.org/investor_page/operator-collective",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Ophir Capital Group",="https://finder.startupnationcentral.org/investor_page/ophir-capital-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Optiver PSI",="https://finder.startupnationcentral.org/investor_page/optiver-psi",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Optum Ventures",="https://finder.startupnationcentral.org/investor_page/optum-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Oracle Investment Management Inc.",="https://finder.startupnationcentral.org/investor_page/oracle-investment-management-inc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="OrbiMed Healthcare Fund Management",="https://finder.startupnationcentral.org/investor_page/orbimed-healthcare-fund-management",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Orbita Capital Partners",="https://finder.startupnationcentral.org/investor_page/orbita-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Orchestra Medical Ventures",="https://finder.startupnationcentral.org/investor_page/orchestra-medical-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Orco Investments",="https://finder.startupnationcentral.org/investor_page/orco-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Ordway Selections",="https://finder.startupnationcentral.org/investor_page/ordway-selections",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Orefa Investment",="https://finder.startupnationcentral.org/investor_page/orefa-investment",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Origo Investments",="https://finder.startupnationcentral.org/investor_page/origo-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ORIX Venture Finance",="https://finder.startupnationcentral.org/investor_page/orix-venture-finance",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ORIX Ventures",="https://finder.startupnationcentral.org/investor_page/orix-ventures-1",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Oriza Ventures",="https://finder.startupnationcentral.org/investor_page/oriza-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="ORR Partners",="https://finder.startupnationcentral.org/investor_page/orr-partners",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="Osage University Partners (OUP)",="https://finder.startupnationcentral.org/investor_page/osage-university-partners-oup",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="OSR Enterprises",="https://finder.startupnationcentral.org/investor_page/osr-enterprises-1",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Our Innovation Fund LP",="https://finder.startupnationcentral.org/investor_page/our-innovation-fund-lp",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Outlier Ventures",="https://finder.startupnationcentral.org/investor_page/outlier-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="OVP Venture Partners",="https://finder.startupnationcentral.org/investor_page/ovp-venture-partners",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Owl Rock Capital",="https://finder.startupnationcentral.org/investor_page/owl-rock-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Oxford Finance Corporation",="https://finder.startupnationcentral.org/investor_page/oxford-finance-corporation",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="P2P Global Investments",="https://finder.startupnationcentral.org/investor_page/p2p-global-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Pace Ventures",="https://finder.startupnationcentral.org/investor_page/pace-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Pacific Technology Partners",="https://finder.startupnationcentral.org/investor_page/pacific-technology-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Padda srl",="https://finder.startupnationcentral.org/investor_page/padda-srl",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Panacea Capital Advisors",="https://finder.startupnationcentral.org/investor_page/panacea-capital-advisors",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Panache Ventures",="https://finder.startupnationcentral.org/investor_page/panache-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Pando Group",="https://finder.startupnationcentral.org/investor_page/pando-group",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Pango Group",="https://finder.startupnationcentral.org/investor_page/pango-group",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Panorama Capital",="https://finder.startupnationcentral.org/investor_page/panorama-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Pantera Capital",="https://finder.startupnationcentral.org/investor_page/pantera-capital",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
