Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Ellerston Capital",="https://finder.startupnationcentral.org/investor_page/ellerston-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Elscint Biomedical Investment",="https://finder.startupnationcentral.org/investor_page/elscint-biomedical-investment",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Elsewhere Partners",="https://finder.startupnationcentral.org/investor_page/elsewhere-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Elsted Capital Partners",="https://finder.startupnationcentral.org/investor_page/elsted-capital-partners",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="Elwin Capital Partners",="https://finder.startupnationcentral.org/investor_page/elwin-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Elysian Park Ventures",="https://finder.startupnationcentral.org/investor_page/elysian-park-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Embarcadero Ventures",="https://finder.startupnationcentral.org/investor_page/embarcadero-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Emerald Technology Ventures",="https://finder.startupnationcentral.org/investor_page/emerald-technology-ventures-1",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Emerge Capital",="https://finder.startupnationcentral.org/investor_page/emerge-capital",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Emerge Education",="https://finder.startupnationcentral.org/investor_page/emerge-education",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Emergence Capital Partners",="https://finder.startupnationcentral.org/investor_page/emergence-capital-partners",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Emerson Collective",="https://finder.startupnationcentral.org/investor_page/emerson-collective",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Emerson Venture Capital",="https://finder.startupnationcentral.org/investor_page/emerson-venture-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Emil Capital Partners",="https://finder.startupnationcentral.org/investor_page/emil-capital-partners",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Eminence Capital",="https://finder.startupnationcentral.org/investor_page/eminence-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Eminence Ventures",="https://finder.startupnationcentral.org/investor_page/eminence-ventures",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Emmes LLC",="https://finder.startupnationcentral.org/investor_page/emmes-llc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Empede Capital",="https://finder.startupnationcentral.org/investor_page/empede-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Enavate Sciences",="https://finder.startupnationcentral.org/investor_page/enavate-sciences",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Encourage Ventures",="https://finder.startupnationcentral.org/investor_page/encourage-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Encovox",="https://finder.startupnationcentral.org/investor_page/encovox",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Endeavour Vision",="https://finder.startupnationcentral.org/investor_page/endeavour-vision",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Enel",="https://finder.startupnationcentral.org/investor_page/enel-1",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Energy Growth Momentum",="https://finder.startupnationcentral.org/investor_page/energy-growth-momentum",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Energy Impact Partners (EIP)",="https://finder.startupnationcentral.org/investor_page/energy-impact-partners-eip",="VC and Private Equity",="",="4",="2",="",="Undisclosed",
="Energy Technology Ventures",="https://finder.startupnationcentral.org/investor_page/energy-technology-ventures",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Engage Venture Partners",="https://finder.startupnationcentral.org/investor_page/engage-venture-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Eniac Ventures",="https://finder.startupnationcentral.org/investor_page/eniac-ventures",="VC and Private Equity",="",="2",="0",="$220M",="1.5M - 6M",
="Enterprise Partners",="https://finder.startupnationcentral.org/investor_page/enterprise-partners",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Entourage Effect Capital",="https://finder.startupnationcentral.org/investor_page/entourage-effect-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Envision Ventures",="https://finder.startupnationcentral.org/investor_page/envision-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="EOS VC",="https://finder.startupnationcentral.org/investor_page/eos-vc",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="EQT Private Equity",="https://finder.startupnationcentral.org/investor_page/eqt-private-equity",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
