Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Maniv Mobility",="https://finder.startupnationcentral.org/investor_page/maniv-mobility",="VC and Private Equity",="",="36",="0",="$320M",="Undisclosed",
="Maple Capital",="https://finder.startupnationcentral.org/investor_page/maple-capital",="VC and Private Equity",="",="4",="2",="",="500K - 1.5M",
="Marker",="https://finder.startupnationcentral.org/investor_page/marker",="VC and Private Equity",="",="54",="0",="",="Undisclosed",
="Maruho Israel Innovation Fund",="https://finder.startupnationcentral.org/investor_page/maruho-israel-innovation-fund",="VC and Private Equity",="",="6",="0",="",="Undisclosed",
="Masterkey Venture Capital",="https://finder.startupnationcentral.org/investor_page/masterkey-venture-capital",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Maxfield Capital",="https://finder.startupnationcentral.org/investor_page/maxfield-capital",="VC and Private Equity",="",="6",="0",="$100M",="500K - 2.5M",
="Medstrada Ventures",="https://finder.startupnationcentral.org/investor_page/medstrada-ventures",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Menara Ventures",="https://finder.startupnationcentral.org/investor_page/menara-ventures",="VC and Private Equity",="",="6",="0",="$15M",="Undisclosed",
="MeOhr Ventures",="https://finder.startupnationcentral.org/investor_page/meohr-ventures",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Meta3Ventures",="https://finder.startupnationcentral.org/investor_page/meta3ventures-2",="VC and Private Equity",="",="0",="0",="",="100K - 5M",
="Microdel",="https://finder.startupnationcentral.org/investor_page/microdel",="VC and Private Equity",="",="6",="0",="",="Undisclosed",
="Milk & Honey Ventures",="https://finder.startupnationcentral.org/investor_page/milk-honey-ventures",="VC and Private Equity",="",="13",="2",="",="Undisclosed",
="Millennium Food-Tech",="https://finder.startupnationcentral.org/investor_page/millennium-food-tech",="VC and Private Equity",="",="14",="1",="$40M",="2M - 5M",
="MindSpring Capital",="https://finder.startupnationcentral.org/investor_page/mindspring-capital",="VC and Private Equity",="",="1",="0",="",="50K - 4M",
="Mobilitech Capital",="https://finder.startupnationcentral.org/investor_page/mobilitech-capital",="VC and Private Equity",="",="6",="2",="",="500K - 1M",
="Moneta VC",="https://finder.startupnationcentral.org/investor_page/moneta-seeds",="VC and Private Equity",="",="36",="6",="$270M",="500K - 6M",
="Moon2Mars Ventures",="https://finder.startupnationcentral.org/investor_page/moon2mars-ventures",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="MVST:MG",="https://finder.startupnationcentral.org/investor_page/mvst-mg",="VC and Private Equity",="",="1",="0",="$17M",="100K - 400K",
="NEM Ventures",="https://finder.startupnationcentral.org/investor_page/nem-ventures",="VC and Private Equity",="",="0",="0",="",="10K - Undisclosed",
="NETA Ventures",="https://finder.startupnationcentral.org/investor_page/edvantage",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Newfund Capital",="https://finder.startupnationcentral.org/investor_page/newfund",="VC and Private Equity",="",="4",="0",="$300M",="500K - 2M",
="NextLeap Ventures",="https://finder.startupnationcentral.org/investor_page/nextleap-ventures",="VC and Private Equity",="",="32",="4",="$1.5M",="Undisclosed",
="NextWorld Capital",="https://finder.startupnationcentral.org/investor_page/nextworld-capital",="VC and Private Equity",="",="8",="1",="$1B",="Undisclosed",
="Nili Capital",="https://finder.startupnationcentral.org/investor_page/nili-capital",="VC and Private Equity",="",="0",="0",="",="10M - 75M",
="Nina Capital",="https://finder.startupnationcentral.org/investor_page/nina-capital-1",="VC and Private Equity",="",="4",="2",="$62.5M",="160K - 540K",
="Noah Capital",="https://finder.startupnationcentral.org/investor_page/noah-capital",="VC and Private Equity",="",="0",="0",="$60M",="Undisclosed",
="North First Ventures",="https://finder.startupnationcentral.org/investor_page/north-first-ventures",="VC and Private Equity",="",="18",="0",="",="500K - 1.5M",
="Oasis Capital Israel",="https://finder.startupnationcentral.org/investor_page/oasis-capital-israel",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Om Maya",="https://finder.startupnationcentral.org/investor_page/om-maya",="VC and Private Equity",="",="6",="0",="",="Undisclosed",
="On Ventures",="https://finder.startupnationcentral.org/investor_page/on-ventures",="VC and Private Equity",="",="0",="0",="",="1M - 5M",
="One Travel Ventures",="https://finder.startupnationcentral.org/investor_page/one-travel-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="OpenView Venture Partners",="https://finder.startupnationcentral.org/investor_page/openview-venture-partners",="VC and Private Equity",="",="10",="2",="$1.5B",="Undisclosed",
="Opus Capital",="https://finder.startupnationcentral.org/investor_page/opus-capital",="VC and Private Equity",="",="16",="0",="$1B",="Undisclosed",
="Orange Blossom Ventures (OBV)",="https://finder.startupnationcentral.org/investor_page/orange-blossom-ventures-ltd-obv",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="OrbiMed",="https://finder.startupnationcentral.org/investor_page/orbimed",="VC and Private Equity",="",="77",="6",="$18B",="Undisclosed",
="OSEG",="https://finder.startupnationcentral.org/investor_page/oseg-ltd1",="VC and Private Equity",="",="7",="0",="",="2M - 10M",
="OTV",="https://finder.startupnationcentral.org/investor_page/olive-tree-ventures",="VC and Private Equity",="",="15",="0",="$170M",="Undisclosed",
="OXen9",="https://finder.startupnationcentral.org/investor_page/oxen9",="VC and Private Equity",="",="4",="0",="",="250K - 1M",
="Panthera Impact Fund",="https://finder.startupnationcentral.org/investor_page/panthera-impact-fund",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Paradigm Shift Fund",="https://finder.startupnationcentral.org/investor_page/paradigm-shift-fund",="VC and Private Equity",="",="1",="0",="",="250K - 10M",
="Partech",="https://finder.startupnationcentral.org/investor_page/partech",="VC and Private Equity",="",="7",="0",="$2.5B",="200K - 82M",
="Peak Ventures",="https://finder.startupnationcentral.org/investor_page/peak-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Pereg Ventures",="https://finder.startupnationcentral.org/investor_page/pereg-ventures1",="VC and Private Equity",="",="11",="0",="$25M",="Undisclosed",
="Picture Capital",="https://finder.startupnationcentral.org/investor_page/picture-capital",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Pirveli Ventures",="https://finder.startupnationcentral.org/investor_page/pirveli-ventures1",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Pitango Growth",="https://finder.startupnationcentral.org/investor_page/pitango-growth",="VC and Private Equity",="",="39",="2",="$620M",="Undisclosed",
="Pitango VC",="https://finder.startupnationcentral.org/investor_page/pitango-vc",="VC and Private Equity",="",="145",="0",="$3B",="500K - 10M",
="PLUS Ventures",="https://finder.startupnationcentral.org/investor_page/plus-ventures",="VC and Private Equity",="",="48",="0",="",="30K - 1M",
="Previz Ventures",="https://finder.startupnationcentral.org/investor_page/previz-ventures",="VC and Private Equity",="",="9",="0",="",="Undisclosed",
="Proxima Ventures",="https://finder.startupnationcentral.org/investor_page/proxima",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
