Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Trestle Partners",="https://finder.startupnationcentral.org/investor_page/trestle-partners",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Triangle Tweener Fund",="https://finder.startupnationcentral.org/investor_page/triangle-tweener-fund",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Tribe Capital",="https://finder.startupnationcentral.org/investor_page/tribe-capital",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Tribeca Venture Partners",="https://finder.startupnationcentral.org/investor_page/tribeca-venture-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Trident Capital",="https://finder.startupnationcentral.org/investor_page/trident-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Trimaran Capital Partners",="https://finder.startupnationcentral.org/investor_page/trimaran-capital-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Trinity Ventures",="https://finder.startupnationcentral.org/investor_page/trinity-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Trinnovate Ventures",="https://finder.startupnationcentral.org/investor_page/trinnovate-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Triodos Organic Growth Fund",="https://finder.startupnationcentral.org/investor_page/triodos-organic-growth-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Triple Gate Capital",="https://finder.startupnationcentral.org/investor_page/triple-gate-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="TriplePoint Capital",="https://finder.startupnationcentral.org/investor_page/triplepoint-capital",="VC and Private Equity",="",="6",="0",="",="Undisclosed",
="TriplePoint Venture Growth",="https://finder.startupnationcentral.org/investor_page/triplepoint-venture-growth",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Trust Ventures",="https://finder.startupnationcentral.org/investor_page/trust-ventures",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="Trustbridge Partners",="https://finder.startupnationcentral.org/investor_page/trustbridge-partners",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="TSG Consumer Partners",="https://finder.startupnationcentral.org/investor_page/tsg-consumer-partners",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Tusk Ventures",="https://finder.startupnationcentral.org/investor_page/tusk-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Two River",="https://finder.startupnationcentral.org/investor_page/two-river",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Two Shields Investments",="https://finder.startupnationcentral.org/investor_page/two-shields-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Two Sigma Ventures",="https://finder.startupnationcentral.org/investor_page/two-sigma-ventures",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="TWO39 Ventures",="https://finder.startupnationcentral.org/investor_page/two39-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Tykhe Block Ventures",="https://finder.startupnationcentral.org/investor_page/tykhe-block-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="U-Start",="https://finder.startupnationcentral.org/investor_page/u-start",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Ubicom Holdings",="https://finder.startupnationcentral.org/investor_page/ubicom-holdings",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Ubiquity Ventures",="https://finder.startupnationcentral.org/investor_page/ubiquity-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Udian Investments",="https://finder.startupnationcentral.org/investor_page/udian-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="UL Ventures",="https://finder.startupnationcentral.org/investor_page/ul-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Ulysses Management",="https://finder.startupnationcentral.org/investor_page/ulysses-management",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Unbound",="https://finder.startupnationcentral.org/investor_page/unbound",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Uncork Capital (formerly SoftTech VC)",="https://finder.startupnationcentral.org/investor_page/uncork-capital-formerly-softtech-vc",="VC and Private Equity",="",="4",="1",="",="Undisclosed",
="Uncorrelated Ventures",="https://finder.startupnationcentral.org/investor_page/uncorrelated-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Undivided Ventures",="https://finder.startupnationcentral.org/investor_page/undivided-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Unilever Foundry",="https://finder.startupnationcentral.org/investor_page/unilever-foundry",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Union Square Ventures",="https://finder.startupnationcentral.org/investor_page/union-square-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="United Ventures",="https://finder.startupnationcentral.org/investor_page/united-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
