Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="Haveli",="https://finder.startupnationcentral.org/investor_page/haveli",="VC and Private Equity",="",="1",="1",="",="Undisclosed",
="Hawk Ventures",="https://finder.startupnationcentral.org/investor_page/hawk-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Haystack",="https://finder.startupnationcentral.org/investor_page/haystack",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="HB Ventures",="https://finder.startupnationcentral.org/investor_page/hb-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="HBSE Ventures",="https://finder.startupnationcentral.org/investor_page/hbse-ventures",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="HC9 Ventures",="https://finder.startupnationcentral.org/investor_page/hc9-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="HDI Group",="https://finder.startupnationcentral.org/investor_page/hdi-group",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="HDS Capital",="https://finder.startupnationcentral.org/investor_page/hds-capital",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="Headline Ventures",="https://finder.startupnationcentral.org/investor_page/headline-ventures",="VC and Private Equity",="",="4",="2",="",="Undisclosed",
="Healthcap",="https://finder.startupnationcentral.org/investor_page/healthcap",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="HealthCare Royalty Partners",="https://finder.startupnationcentral.org/investor_page/healthcare-royalty-partners",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="HealthpointCapital",="https://finder.startupnationcentral.org/investor_page/healthpointcapital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="HealthQuest Capital",="https://finder.startupnationcentral.org/investor_page/healthquest-capital",="VC and Private Equity",="",="2",="0",="",="Undisclosed",
="Heartland Ventures",="https://finder.startupnationcentral.org/investor_page/heartland-ventures",="VC and Private Equity",="",="2",="1",="",="Undisclosed",
="Hebo Investments",="https://finder.startupnationcentral.org/investor_page/hebo-investments",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Helios Capital",="https://finder.startupnationcentral.org/investor_page/helios-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Helsinn Investment Fund",="https://finder.startupnationcentral.org/investor_page/helsinn-investment-fund",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
